Question	Rationale	Label
Does a person suffering from Thalassophobia enjoy oceanography?	Thalassophobia is an extreme fear of the ocean and maritime activities. It is unlikely that a person suffering from Thalassophobia would enjoy oceanography, as it involves studying about the ocean.	no
Does a person suffering from Thalassophobia enjoy oceanography?	Thalassophobia is the fear of the ocean. Oceanography involves studying the ocean and its inhabitants.	no
Were gladiators associated with the Coloseum?	The Colosseum was an ellipsoid amphitheatre located in Rome, Italy. It was used to house public events such as gladiatorial contests.	yes
Were gladiators associated with the Coloseum?	Gladiators were a popular form of entertainment in the Roman Colosseum from around 80-400 AD.	yes
Were gladiators associated with the Coloseum?	The Colosseum was built in 80 A.D. as an amphitheater for gladiator fights and other public events.	yes
Were gladiators associated with the Coloseum?	Gladiators were a popular form of entertainment in the Colosseum. Gladiatorial games were held in the Colosseum in Rome for hundreds of years.	yes
Were gladiators associated with the Coloseum?	Gladiators became a part of the Roman Empire around the 1st century BC. The Colosseum was built around 70-80 AD.	yes
Are any animals in Chinese calendar Chordata?	The Chinese zodiac is based on the Chinese calendar. The Chordata is a phylum of animals that includes mammals, birds, reptiles, amphibians, and fish.	yes
Are any animals in Chinese calendar Chordata?	The Chinese calendar includes 12 animals, which are the rat, ox, tiger, rabbit, dragon, snake, horse, sheep, monkey, rooster, dog, and boar. All of these animals are members of the Chordata phylum.	yes
Do Shivambu practitioners believe ammonia is unhealthy?	Shivambu is a type of holistic healing that uses the properties of water and urine. Ammonia is a component of urine and is generally not believed to be unhealthy.	no
Do Shivambu practitioners believe ammonia is unhealthy?	Shivambu, derived from the ancient Indian practice of shilambu, is a healing system that uses the power of water, sound, and diet to balance and cleanse the body. Ammonia is considered an unhealthy substance and is not typically part of Shivambu practice.	no
Does coding rely on Boolean algebra characters?	Boolean algebra is a system of mathematics used to solve logical problems. In coding, Boolean operators (such as AND, OR, and NOT) are used to control the flow of a program.	yes
Does coding rely on Boolean algebra characters?	Boolean algebra is a branch of mathematics that deals with the study of logical expressions. Boolean algebra uses characters such as 0, 1, and NOT. Coding does rely on Boolean algebra characters.	yes
Does coding rely on Boolean algebra characters?	Boolean algebra is a type of algebra that relies on two values, usually referred to as "true" and "false." Coding indeed relies on Boolean algebra characters, as they can be used to create simple logic statements.	yes
Does coding rely on Boolean algebra characters?	Boolean algebra is an area of algebra that deals with true and false values. Many coding languages rely on Boolean algebra characters to express logical operations.	yes
Would a kindergarten teacher make a lesson of the New Testament?	Kindergarten is usually intended for children aged 5-6 years old. The New Testament is considered a mature and complex text. It is unlikely that a kindergarten teacher would make a lesson of the New Testament.	no
Would a kindergarten teacher make a lesson of the New Testament?	Kindergarten classrooms are not typically encouraged to cover religious topics. Teaching the New Testament in a kindergarten classroom would likely not be allowed.	no
Would a kindergarten teacher make a lesson of the New Testament?	The New Testament is a set of religious texts, part of the Christian bible. Kindergarten is generally viewed as an academic environment, which would likely require an unbiased approach to teaching about religion.	no
Does the Dalai Lama believe in the divine barzakh?	The Dalai Lama is a spiritual leader in Tibetan Buddhism. Tibetan Buddhism does have some beliefs about an intermediary state between the physical and spiritual worlds, but it is not called the divine barzakh.	no
Does the Dalai Lama believe in the divine barzakh?	The Dalai Lama is a follower of Tibetan Buddhism, which is a form of Mahayana Buddhism. Barzakh is a concept in Islamic theology. Therefore, the Dalai Lama does not believe in the concept of the divine barzakh.	no
Does the Dalai Lama believe in the divine barzakh?	The Dalai Lama is a spiritual leader of Tibetan Buddhism, and it does not have a set belief in the divine barzakh.	no
Did polio medicine save the life of polio vaccine creator?	Polio vaccine was invented by Jonas Salk in 1952. Salk did not suffer from polio himself, so he was not saved by his own vaccine.	no
Did polio medicine save the life of polio vaccine creator?	Jonas Salk developed the Polio vaccine. Polio vaccines were created in the 1950s, long after anyone had died of polio.	no
Did polio medicine save the life of polio vaccine creator?	The polio vaccine was created by Jonas Salk. It was introduced to the public in 1955. Salk himself had already passed away in 1995, 40 years before the introduction of the vaccine,.	no
Did polio medicine save the life of polio vaccine creator?	The creator of the polio vaccine was Dr. Jonas Salk. He survived the infection and did not need to use his own vaccine.	no
Is the skull formed as one whole bone?	The human skull is not one whole bone. It consists of 22 individual bones held together by sutures.	no
Is the skull formed as one whole bone?	The skull is composed of 22 bones in total.	no
Is the skull formed as one whole bone?	No, the skull is made up of several different bones that fit together. The bones of the skull are connected by sutures, joints between bones.	no
Is the skull formed as one whole bone?	The skull is formed of many different bones, held together by sutures and fibrous joints.	no
Is the skull formed as one whole bone?	The skull is actually made up of 22 bones that are fused together.	no
Is Hermione Granger eligible for the Order of the British Empire?	The Order of the British Empire (OBE) is an order of chivalry and is awarded to those who have made a major contribution to the United Kingdom. Hermione Granger is a fictional character and so she is not eligible to receive the Order of the British Empire.	no
Is Hermione Granger eligible for the Order of the British Empire?	The Order of the British Empire is a national award given by the Queen of the United Kingdom. Hermione Granger is a fictional character.	no
Is Hermione Granger eligible for the Order of the British Empire?	Hermione Granger is a fictional character and does not exist in reality.	no
Is Hermione Granger eligible for the Order of the British Empire?	The Order of the British Empire is a British honour system only awarded to those who have helped improve the United Kingdom in some way. Hermione Granger is a fictional character created by J.K. Rowling, and thus is not eligible for the award.	no
Is Hermione Granger eligible for the Order of the British Empire?	To be eligible for the Order of the British Empire, a person must have significant achievements in the arts and sciences, public or private service. Hermione Granger is a fictional character and has not achieved any real life significant accomplishments.	no
Would the crew of Apollo 15 have difficulty riding a unicycle?	Riding a unicycle would require a certain amount of skill and balance that could be difficult for the crew of Apollo 15 who spent the majority of their time in space and would not have been able to practice their unicycling skills.	yes
Would the crew of Apollo 15 have difficulty riding a unicycle?	Unicycles require riders to maintain their balance while riding. The crew of Apollo 15 would have difficulty doing this due to their lack of experience with unicycles.	yes
Would the crew of Apollo 15 have difficulty riding a unicycle?	Apollo 15 was a mission to the Moon. Riding a unicycle requires balance and coordination which the astronauts would have difficulty with in the Moon's one-sixth gravity.	yes
Was The Great Gatsby inspired by the novel 1984?	The Great Gatsby was written in 1925 by F. Scott Fitzgerald and 1984 was published in 1949 by George Orwell.	no
Was The Great Gatsby inspired by the novel 1984?	The Great Gatsby was written in 1925, and 1984 was written in 1949. It is unlikely that The Great Gatsby was inspired by 1984.	no
Was The Great Gatsby inspired by the novel 1984?	The Great Gatsby was published in 1925 and 1984 was published in 1949, so there is no direct influence between the two novels.	no
Was The Great Gatsby inspired by the novel 1984?	The Great Gatsby was written in 1925 by F. Scott Fitzgerald. 1984 was written in 1949 by George Orwell.	no
Was The Great Gatsby inspired by the novel 1984?	The Great Gatsby, written by F. Scott Fitzgerald and published in 1925, is a novel about a man named Jay Gatsby and his attempts to attain the affections of his former love Daisy Buchanan. 1984, written by George Orwell and published in 1949, is a novel about a dystopian society ruled by an authoritarian government.	no
Were paparazzi involved in the death of a member of the royal family?	The death of Diana, Princess of Wales in 1997 was a result of paparazzi pursuing her vehicle in Paris.	yes
Were paparazzi involved in the death of a member of the royal family?	Paparazzi were involved in the tragic death of Princess Diana in 1997. They were also involved in the death of the Duchess of Windsor, Wallis Simpson, in 1986.	yes
Were paparazzi involved in the death of a member of the royal family?	The death of Diana, the Princess of Wales, in 1997 is known to have involved paparazzi chasing the car she was in at the time of the accident.	yes
Is MIX a word and a roman numeral?	MIX is both a word and a roman numeral. The word MIX is used in the English language, and is defined as "combine or put together to form one substance or mass". The roman numeral MIX stands for 1010.	yes
Is MIX a word and a roman numeral?	MIX can be a word, as it is the past tense of the verb mix. It can also be a roman numeral, as it stands for 1090.	yes
Is MIX a word and a roman numeral?	MIX is both an English word and a Roman numeral. It can be used as a verb (to mix), a noun (an action of mixing), and a Roman numeral (1010).	yes
Is MIX a word and a roman numeral?	MIX can be a word or a roman numeral, depending on the context. It can be a verb meaning to combine ingredients, or it can be a roman numeral representing the number 1010.	yes
Is MIX a word and a roman numeral?	MIX is a word meaning to combine elements. MIX is also a roman numeral meaning 1010.	yes
Is The Joy of Painting TV show still producing new episodes?	The Joy of Painting TV show was produced from 1983 to 1994. Since it hasn't aired new episodes since 1994, we can conclude that the show is no longer producing new episodes.	no
Is The Joy of Painting TV show still producing new episodes?	The Joy of Painting ended production in 1994 and is no longer producing new episodes.	no
Is The Joy of Painting TV show still producing new episodes?	The Joy of Painting TV show was hosted by Bob Ross and aired from 1983-1994. It is no longer producing new episodes.	no
Is The Joy of Painting TV show still producing new episodes?	The Joy of Painting was a television show that aired from 1983 to 1994. The show is no longer producing new episodes.	no
Is The Joy of Painting TV show still producing new episodes?	The Joy of Painting was a popular show that ran from 1983 to 1994 and starred Bob Ross. The show is no longer in production and there have been no new episodes since 1994.	no
Did the Cherokee people send a delegation to oppose allotment?	The Cherokee people opposed the Indian Allotment Act of 1887, which sought to break up communal tribal landholdings and distribute parcels of land to individual members of tribes in an effort to civilize them. The Cherokee people sent delegations to Washington to express their opposition to the law.	yes
Did the Cherokee people send a delegation to oppose allotment?	During the late 19th century, Congress passed the Dawes Act, which divided the land of the Cherokee people into allotments. The Cherokee people opposed this policy and sent a delegation to Washington to argue against it.	yes
Did the Cherokee people send a delegation to oppose allotment?	Cherokee people sent a delegation to Washington, DC in 1887 to oppose the allotment policy proposed by the Dawes Act.	yes
Are there Pink music videos that are triggering for eating disorder patients?	Music videos from Pink, a pop singer, have shown images such as extreme dieting, excessive exercising and underweight celebrities, which can be triggering for eating disorder patients.	yes
Are there Pink music videos that are triggering for eating disorder patients?	Pink has produced several music videos that have been criticized for glamorizing and promoting unhealthy body images, such as "Stupid Girls" and "Raise Your Glass." These videos could be triggering for those suffering from eating disorders.	yes
Are there Pink music videos that are triggering for eating disorder patients?	There are many Pink music videos that can be triggering for those with eating disorders. For example, the music video for her song "Try" features Pink in a nude bodysuit that portrays an idealized body image.	yes
Are there Pink music videos that are triggering for eating disorder patients?	Pink has made music videos such as "What About Us" and "Try", which have imagery that could be triggering for people with eating disorders.	yes
Are there Pink music videos that are triggering for eating disorder patients?	Music videos can be triggering for eating disorder patients due to the focus on physical appearance, body image, and potential glamorization of unhealthy behaviors. There are Pink music videos that are potentially triggering for eating disorder patients.	yes
Do ants outperform apes on language ability?	Ants are not capable of language, but apes are. Apes have been observed using sign language to communicate, and have even been taught to identify words and symbols.	no
Do ants outperform apes on language ability?	Ants do not have the capability of language, but apes do and can be trained to understand thousands of words.	no
Do ants outperform apes on language ability?	Ants do not have the ability to learn language, and apes do.	no
Do ants outperform apes on language ability?	Ants are not capable of communicating with language, whereas apes have been observed to learn and communicate simple phrases.	no
Do ants outperform apes on language ability?	Ants lack the ability to understand or use language, while apes have a basic understanding of language and can learn to recognize, understand, and even produce some basic language and communication.	no
Are the events of Star Trek: The Next Generation in the history of the world?	Star Trek The Next Generation is a science fiction television series and is not an actual historical event.	no
Are the events of Star Trek: The Next Generation in the history of the world?	Star Trek The Next Generation is a fictional television series, and as such, the events depicted are not part of the actual history of the world.	no
Are the events of Star Trek: The Next Generation in the history of the world?	Star Trek The Next Generation is a television show that aired in the late 1980s. It is not part of the real-life history of the world.	no
Are the events of Star Trek: The Next Generation in the history of the world?	Star Trek The Next Generation is a fictional television show. It is not a part of the real-world history.	no
Are the events of Star Trek: The Next Generation in the history of the world?	The events of Star Trek The Next Generation are fictional and do not exist in real world history.	no
Will a rock float in the atmosphere of Earth?	The atmosphere of Earth is made up of 77.2% nitrogen, 21% oxygen, and 1.6% argon. The density of all these gases are less than the density of a rock, which makes it impossible for the rock to float.	no
Will a rock float in the atmosphere of Earth?	The atmosphere of Earth is mostly composed of nitrogen and oxygen, both of which are much less dense than a rock. As a result, a rock would not float in the atmosphere of Earth.	no
Will a rock float in the atmosphere of Earth?	The atmosphere of Earth has a density of approximately 1.3 kg\/m^3. A rock generally has a density greater than 1.3 kg\/m^3, thus the rock will not float.	no
Will a rock float in the atmosphere of Earth?	The atmosphere of Earth is composed of mostly nitrogen (78%) and oxygen (21%). Rocks are denser than air and therefore do not float in the atmosphere.	no
Will a rock float in the atmosphere of Earth?	Rocks have a density that is greater than that of the atmosphere around Earth, therefore they will not float in the atmosphere.	no
Was Harry Potter a better investment than The Matrix for Warner Bros.?	According to Box Office Mojo, Warner Bros. grossed over $2.4 billion on the eight Harry Potter movies, whereas it grossed $1,621,910,000 for The Matrix trilogy.	yes
Was Harry Potter a better investment than The Matrix for Warner Bros.?	Warner Bros. released the first Harry Potter movie in 2001 and made over $974 million worldwide. The first Matrix movie was released in 1999 and made over $463 million worldwide.	yes
Was Harry Potter a better investment than The Matrix for Warner Bros.?	Harry Potter was a massive success for Warner Bros. and made more than $7.7 billion in box office revenues. The Matrix didn't do as well, making around $1.6 billion in box office revenues.	yes
Was Harry Potter a better investment than The Matrix for Warner Bros.?	Warner Bros. made significantly more money from the Harry Potter franchise than they did from The Matrix franchise.	yes
Was Harry Potter a better investment than The Matrix for Warner Bros.?	Warner Bros. released the film versions of Harry Potter and The Matrix in 2001 and 1999, respectively. According to Box Office Mojo, the Harry Potter series earned a total of $7.7 billion, whereas The Matrix series earned a total of $1.6 billion at the box office.	yes
Did Bill Gates help to develop the PlayStation 4?	Bill Gates was the founder of Microsoft and co-founder of the Bill & Melinda Gates Foundation. Sony developed and released the PlayStation 4 in 2013.	no
Did Bill Gates help to develop the PlayStation 4?	Bill Gates was the founder of Microsoft which helped to design the Xbox One. The PlayStation 4 was developed by Sony.	no
Did Bill Gates help to develop the PlayStation 4?	Bill Gates was not involved in the development of the PlayStation 4.	no
Did Bill Gates help to develop the PlayStation 4?	Bill Gates is a co-founder of Microsoft Corporation. Microsoft had no involvement in the development of the PlayStation 4.	no
Did Bill Gates help to develop the PlayStation 4?	Bill Gates is the founder of Microsoft. The PlayStation 4 was developed and released by Sony in 2013. Microsoft did not have any involvement.	no
Can a Toyota Supra make a vlog?	The Toyota Supra is a car. Cars are not capable of producing vlogs.	no
Can a Toyota Supra make a vlog?	The Toyota Supra is an automobile. It does not have the capabilities to make a vlog.	no
Can a Toyota Supra make a vlog?	The Toyota Supra is a car. Cars cannot make a vlog, as they do not have the capability to film or record.	no
Are blue lips normal?	Blue lips can be a sign of a medical condition, such as cyanosis, hypothermia, or anemia. Therefore, blue lips are generally not normal.	no
Are blue lips normal?	Blue lips can be a symptom of a hypoxic state, which is a medical emergency. It can also be caused by certain medical conditions, such as anemia or hypothermia. Therefore, blue lips are not considered to be normal.	no
Are blue lips normal?	Generally, having blue lips is not normal, and can be indicative of problems such as low oxygen levels, cyanosis, and poor circulation.	no
Are blue lips normal?	Blue lips, also known as cyanosis, can be a sign of a serious health condition such as hypoxia or anemia. In some cases, it can also be a sign of a minor condition such as cold exposure.	no
Was historical Dracula from a town in Bucharest?	Historical Dracula (Vlad III Țepeș) was from Wallachia, which is now modern day Romania. The capital of Romania is Bucharest and is located in the northern region of the country.	no
Was historical Dracula from a town in Bucharest?	The character of Dracula was based on the 15th-century Wallachian prince Vlad III the Impaler. Vlad III was born in Sighisoara, Transylvania, not Bucharest.	no
Was historical Dracula from a town in Bucharest?	According to historical documents, the real life Count Dracula (Vlad the Impaler) was from Transylvania, which was part of Romania. Bucharest is the capital of Romania.	no
Was historical Dracula from a town in Bucharest?	Dracula was a novel written by Bram Stoker, often considered the grandfather of vampire stories. There is no evidence that suggests he was from a town in Bucharest.	no
Was historical Dracula from a town in Bucharest?	The historical Dracula was Vlad III, Prince of Wallachia, a region in Romania. He was from Transylvania, not Bucharest, which is the capital of Romania.	no
Do you need a large room if you want to get into 3D printing?	3D printing does not require a large room, but it does require some space. It is possible to use a 3D printer in a small room, such as a bedroom or office space.	no
Do you need a large room if you want to get into 3D printing?	The size of a room is not necessarily an indicator of how successful you will be at 3D printing. Many 3D printers are small and fit in a standard sized room.	no
Do you need a large room if you want to get into 3D printing?	3D printing does require some space; however, you do not need a large room. You may need a larger room if you are printing large objects, but for most 3D printing projects a typical desk should be sufficient.	no
Is Antarctica a good location for Groundhog Day?	Groundhog Day is celebrated in the United States, usually in February. Antarctica is an arid, snow-covered continent with no year-round human population.	no
Is Antarctica a good location for Groundhog Day?	Groundhog Day is usually celebrated in the middle of February. Antarctica is located at the South Pole, which experiences six months of daylight and six months of darkness every year. During February, Antarctica experiences complete darkness.	no
Is Antarctica a good location for Groundhog Day?	Groundhog Day is traditionally celebrated on February 2nd. Antarctica is the coldest continent with an average temperature of -25°C. It is too cold to celebrate Groundhog Day in Antarctica.	no
Is Antarctica a good location for Groundhog Day?	Groundhog Day is celebrated in February, which is the height of winter in Antarctica. The average temperature in Antarctica is around -30 degrees Celsius during this time.	no
Is Antarctica a good location for Groundhog Day?	Groundhog Day is celebrated on February 2nd. Antarctica experiences the midnight sun during the summer months, so it is not an ideal location for Groundhog Day.	no
Is it wise to feed a Snickers bar to a poodle?	Snickers bars are not recommended for poodles because of the high sugar and fat content. Additionally, the candy bar may contain ingredients that are toxic to poodles such as chocolate, raisins, and xylitol.	no
Is it wise to feed a Snickers bar to a poodle?	Feeding a Snickers bar or any other type of candy to a poodle is not advisable. It can cause digestive problems, and the sugar content is not healthy for the dog.	no
Is it wise to feed a Snickers bar to a poodle?	Snickers bars contain chocolate, which is toxic to dogs, and poodles are a type of dog.	no
Is it wise to feed a Snickers bar to a poodle?	Poodles are not designed to eat candy. The sugar and other ingredients in candy can cause weight gain, dental problems, and other health concerns in dogs.	no
Is it wise to feed a Snickers bar to a poodle?	Snickers bars contain sugar, fat, and other ingredients that are not good for dogs. Feeding a poodle a Snickers bar is not recommended.	no
Did Robert Downey Jr. possess same caliber gun as Resident Evil's Barry Burton?	Robert Downey Jr. was spotted with a Desert Eagle pistol on the set of Iron Man 2. Barry Burton is known for his usage of a Beretta 92FS in the Resident Evil series. Both of these guns are 9x19mm caliber handguns.	yes
In Hey Arnold, did any characters stay on a porch all the time?	In the TV show Hey Arnold, there were several characters that were featured in porch scenes. For example, Grandpa Phil, Grandma Gertie, and Arnold's best friend Gerald were all seen on porches throughout the show.	yes
In Hey Arnold, did any characters stay on a porch all the time?	In Hey Arnold, Arnold lived on a porch with his grandparents. His grandparents often stayed on the porch,.	yes
In Hey Arnold, did any characters stay on a porch all the time?	In Hey Arnold!, Arnold’s Grandpa often sat on the porch of their house. He was rarely seen inside the house.	yes
In Hey Arnold, did any characters stay on a porch all the time?	In Hey Arnold, Helga often stayed on her porch after losing a game of horseshoes to Arnold.	yes
Is Ludacris in same music genre as 2000's Binaural?	Ludacris is a rapper and hip-hop artist. Binaural is an album by the rock band Pearl Jam, released in 2000.	no
Is Ludacris in same music genre as 2000's Binaural?	Ludacris is a rap artist. Binaural is an album from the band Pearl Jam which is considered to be an alternative rock band.	no
Is Ludacris in same music genre as 2000's Binaural?	Binaural is an alternative rock album released by Pearl Jam in 2000. Ludacris is a rap artist.	no
Is Ludacris in same music genre as 2000's Binaural?	Ludacris' music is primarily hip-hop and rap. Binaural is an album by Pearl Jam, categorized as alternative rock.	no
Is Ludacris in same music genre as 2000's Binaural?	Ludacris is a hip-hop artist, while 2000's Binaural was an album by the rock group Pearl Jam.	no
Does the Taco Bell kitchen contain cinnamon?	Taco Bell is a restaurant chain that serves Mexican inspired fast food. It is possible that some of their food items contain cinnamon, such as their Cinnamon Twists.	yes
Does the Taco Bell kitchen contain cinnamon?	Some Taco Bell restaurants offer cinnamon twists, which are made with ground cinnamon.	yes
Does Linus Torvalds make money off of DirectX?	Linus Torvalds is a Finnish-American software engineer who created the Linux kernel. DirectX is a software made by Microsoft and it does not generate any revenue for Torvalds.	no
Does Linus Torvalds make money off of DirectX?	Linus Torvalds is the creator and maintainer of the Linux kernel. DirectX is a proprietary software development platform developed by Microsoft.	no
Does Linus Torvalds make money off of DirectX?	Linus Torvalds is the creator of the Linux operating system. DirectX is a graphics API developed by Microsoft.	no
Does Linus Torvalds make money off of DirectX?	Linus Torvalds is the creator of the Linux kernel. DirectX is a software suite developed by Microsoft. Linus Torvalds does not make any money off of DirectX.	no
Does Linus Torvalds make money off of DirectX?	Linus Torvalds is the creator of Linux, not DirectX. DirectX is a proprietary software created by Microsoft.	no
In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?	The American Woodcock is a slow flight bird, with a top speed of 35 mph. The European Swallow, on the other hand, is considerably faster, with a top speed of over 50 mph.	yes
In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?	Swallows have a typical flight speed of up to 17 m/s. American Woodcocks have a typical flight speed of up to 9 m/s.	yes
In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?	The American Woodcock is a slow-moving, wading bird and the swallow is a fast-flying bird. Swallows are capable of reaching speeds up to 12 meters per second, while the American Woodcock is capable of reaching speeds up to 6 meters per second.	yes
In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?	Swallows can reach a top speed of 24 mph, while American Woodcocks typically reach a top speed of 10 mph.	yes
In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?	The American Woodcock is a medium-sized bird of the order Charadriformes. It is known to be one of the slowest flying birds. The Swallow is a species of bird of the order Passeriformes and is known to be one of the fastest flying birds.	yes
Would JPEG be a good format for saving an image of Da Vinci's Vitruvian Man?	JPEG is a lossy compression format and retains quality when saving in a smaller format. Da Vinci's Vitruvian Man is an iconic and invaluable piece of artwork. It is best to save a high-quality copy of this image in a non-lossy format such as TIFF or RAW.	no
Would JPEG be a good format for saving an image of Da Vinci's Vitruvian Man?	Da Vinci's Vitruvian Man is a high-resolution image. JPEG is a lossy image format, meaning some of the image's original information is discarded when saved.	no
Would JPEG be a good format for saving an image of Da Vinci's Vitruvian Man?	JPEG is a lossy compression format, meaning the quality of the image will be reduced in order to compress it. Therefore, it would not be a good format for saving an image of Da Vinci's Vitruvian Man, as it should be kept in the highest quality possible.	no
Can someone in Uberlandia work for Mitsubishi?	Mitsubishi is a global company, so people in Uberlandia could conceivably work for Mitsubishi.	yes
Can someone in Uberlandia work for Mitsubishi?	Uberlandia is a city in the state of Minas Gerais in Brazil. Mitsubishi has a presence in Brazil, so it is possible to work for them in Uberlandia.	yes
Can someone in Uberlandia work for Mitsubishi?	Uberlandia is a city in Brazil. Mitsubishi is global company with job openings all over the world.	yes
Can someone in Uberlandia work for Mitsubishi?	Uberlandia is a city in Brazil. Mitsubishi is a global company, and has offices in Brazil.	yes
Can someone in Uberlandia work for Mitsubishi?	Uberlandia is a city in the state of Minas Gerais, Brazil. Mitsubishi is a global automotive and electronics company with headquarters in Tokyo, Japan.	yes
Would Amy Winehouse's death have been prevented with Narcan?	Narcan is a brand name of naloxone, an opioid antagonist used in the treatment of opioid overdose. Amy Winehouse's death was due to alcohol poisoning and not an opioid overdose, so Narcan would not have prevented her death.	no
Would Amy Winehouse's death have been prevented with Narcan?	Amy Winehouse died due to alcohol poisoning in 2011. Narcan is a medication that can be used to reverse the effects of opioid overdoses. It is not effective for alcohol poisoning.	no
Would Amy Winehouse's death have been prevented with Narcan?	Narcan (naloxone) is a medication that reverses the effects of opioid overdose. Amy Winehouse died from alcohol poisoning and not an opioid overdose, so this medication would not have been able to prevent her death.	no
Would Amy Winehouse's death have been prevented with Narcan?	Narcan is a medication used for the reversal of opioid overdose. The cause of Amy Winehouse's death was alcohol poisoning and not an opioid overdose.	no
Would Amy Winehouse's death have been prevented with Narcan?	Amy Winehouse died on July 23, 2011 at the age of 27 from alcohol poisoning. Narcan is an opioid antagonist used to treat opioid overdoses. Unfortunately, it would not have been able to save Amy Winehouse.	no
Does Post Malone have a fear of needles?	Post Malone has not publicly disclosed any phobias.	no
Does Post Malone have a fear of needles?	there is no evidence to suggest that Post Malone has a fear of needles.	no
Does Post Malone have a fear of needles?	Post Malone has not publicly stated that he has a fear of needles.	no
Did the phone Alexander Graham Bell use have call waiting?	The telephone was first invented in 1876 by Alexander Graham Bell. At that time, call waiting was not available.	no
Did the phone Alexander Graham Bell use have call waiting?	Alexander Graham Bell invented the first telephone in 1876. Call waiting wasn't developed until the 1950s.	no
Did the phone Alexander Graham Bell use have call waiting?	Call waiting was not introduced until the 1970s, over 100 years after Alexander Graham Bell invented the telephone and made the first call.	no
Did the phone Alexander Graham Bell use have call waiting?	Alexander Graham Bell's first telephone was patented in 1876. Call waiting was not invented until 1965.	no
Did the phone Alexander Graham Bell use have call waiting?	Alexander Graham Bell invented the telephone in 1876. The feature of call waiting was not introduced until 1991, or 115 years later.	no
Could a white belt defeat Jon Jones in a Brazilian jiu-jitsu match?	Jon Jones has achieved a black belt in Brazilian jiu-jitsu under the tutelage of Antônio Braga Neto. White belts are beginners at the art and are very unlikely to defeat a black belt, let alone a multiple-time UFC champion like Jon Jones.	no
Could a white belt defeat Jon Jones in a Brazilian jiu-jitsu match?	Jon Jones is an UFC champion and Brazilian jiu-jitsu black belt. A white belt is the lowest level of belt in Brazilian jiu-jitsu.	no
Could a white belt defeat Jon Jones in a Brazilian jiu-jitsu match?	Jon Jones is a black belt in Brazilian jiu-jitsu and is widely regarded as one of the best fighters in the world. A white belt in Brazilian jiu-jitsu is the lowest rank and is usually a beginner in martial arts.	no
Could a white belt defeat Jon Jones in a Brazilian jiu-jitsu match?	Jon Jones is a professional mixed martial arts fighter and a black belt in Brazilian jiu-jitsu. It is highly unlikely that a white belt could defeat a black belt like Jon Jones in a Brazilian jiu-jitsu match.	no
Could a white belt defeat Jon Jones in a Brazilian jiu-jitsu match?	Jon Jones is an American mixed martial artist who has received black belts in both gaidojutsu and Brazilian jiu-jitsu. A white belt is the lowest rank for a practitioner in Brazilian jiu-jitsu.	no
Is Hamlet more common on IMDB than Comedy of Errors?	"Hamlet" is rated higher than "Comedy of Errors" on IMDB, with a score of 8.0 compared to 6.3.	yes
Is Hamlet more common on IMDB than Comedy of Errors?	IMDB lists 1,053 titles for Hamlet and 558 titles for Comedy of Errors.	yes
Is Hamlet more common on IMDB than Comedy of Errors?	As of 2021, Hamlet is the nineteenth-most-viewed film on IMDB with 1.4 million views, while Comedy of Errors is not in the top 250 most-viewed movies.	yes
Is Hamlet more common on IMDB than Comedy of Errors?	Hamlet is the most produced play in the world, so it is common to find it on IMDB. The Comedy of Errors is the second most produced play in the world, after Hamlet, so it is less common to find on IMDB.	yes
Is Hamlet more common on IMDB than Comedy of Errors?	IMDB ranks Hamlet as the 7th most popular movie. Comedy of Errors ranks 9th on IMDB.	yes
Can you measure a Caracal with a protractor?	A protractor is used to measure angles. You cannot measure a caracal with a protractor.	no
Can you measure a Caracal with a protractor?	A protractor measures angles. Caracals are wild cats with physical features such as length, weight, and tail length that are measurable, but not with a protractor.	no
Can you measure a Caracal with a protractor?	Caracals are a type of wild cat found in Africa and Southwest Asia. Protractors are measuring instruments used for measuring angles.	no
Can you measure a Caracal with a protractor?	A protractor is an instrument used to measure angles. A Caracal is a species of cat.	no
Can you measure a Caracal with a protractor?	A Caracal is a species of wild cat. Protractors are used to measure angles, not lengths.	no
Is it unusual to play Happy hardcore music at a funeral?	Happy hardcore music is an upbeat and happy genre of music. It is usually not appropriate for somber occasions such as funerals.	yes
Is it unusual to play Happy hardcore music at a funeral?	Happy hardcore music is generally upbeat and energetic music, which is not usually associated with funerals and mourning.	yes
Is it unusual to play Happy hardcore music at a funeral?	Generally, funeral music tends to be slow, solemn, and somber. Happy hardcore is a style of music that is upbeat, fast-paced, and usually includes lyrics that are cheerful.	yes
Is it unusual to play Happy hardcore music at a funeral?	Happy hardcore music is generally upbeat and energetic, and is not an appropriate choice of music for a somber event such as a funeral.	yes
Is it unusual to play Happy hardcore music at a funeral?	Playing Happy hardcore music at a funeral is considered inappropriate and quite unusual.	yes
Does horseradish have a fetlock?	A fetlock is an anatomical feature found on horses and other hooved animals. Horseradish does not have a fetlock, as it is a root vegetable.	no
Does horseradish have a fetlock?	A fetlock is the joint located between a horse's hoof and lower leg. Horseradish is a plant and does not have a fetlock.	no
Does horseradish have a fetlock?	Fetlocks are found on horses and other equine animals. Horseradish is a plant and does not have a fetlock.	no
